subject,relation,object,chunk_id,object_chunk,source
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Portenta,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Portenta,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Portenta,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Nicla,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Nicla,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Nicla,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Nicla,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Nicla,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Nicla,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Nicla,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Nicla,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Modulino,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Modulino,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Modulino,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,Modulino,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Modulino,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Modulino,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Modulino,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Modulino,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,UNO Shields,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,UNO Shields,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,UNO Shields,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,INTEGRATES_WITH,UNO Shields,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
UNO Shields,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
UNO Shields,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
UNO Shields,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
UNO Shields,INTEGRATES_WITH,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,HAS,ESLOV,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,HAS,ESLOV,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,HAS,ESLOV,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,HAS,ESLOV,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
ESLOV,HAS,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
ESLOV,HAS,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
ESLOV,HAS,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
ESLOV,HAS,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,HAS,QWIIC,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,HAS,QWIIC,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,HAS,QWIIC,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,HAS,QWIIC,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
QWIIC,HAS,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
QWIIC,HAS,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
QWIIC,HAS,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
QWIIC,HAS,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENSURES,ESLOV,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENSURES,ESLOV,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENSURES,ESLOV,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENSURES,ESLOV,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
ESLOV,ENSURES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
ESLOV,ENSURES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
ESLOV,ENSURES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
ESLOV,ENSURES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENSURES,QWIIC,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENSURES,QWIIC,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENSURES,QWIIC,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENSURES,QWIIC,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
QWIIC,ENSURES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
QWIIC,ENSURES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
QWIIC,ENSURES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
QWIIC,ENSURES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Nicla Vision,ENABLES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Nicla Vision,ENABLES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Nicla Vision,ENABLES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Nicla Vision,ENABLES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENABLES,Nicla Vision,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,ENABLES,Nicla Vision,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,ENABLES,Nicla Vision,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,ENABLES,Nicla Vision,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Nicla Sense ME,ENABLES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Nicla Sense ME,ENABLES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Nicla Sense ME,ENABLES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Nicla Sense ME,ENABLES,Portenta Mid Carrier Proto Shield,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c10,simplekg
Portenta Mid Carrier Proto Shield,ENABLES,Nicla Sense ME,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,ENABLES,Nicla Sense ME,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,ENABLES,Nicla Sense ME,Arduino Portenta Mid Carrier Proto Shield::c9,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
Portenta Mid Carrier Proto Shield,ENABLES,Nicla Sense ME,Arduino Portenta Mid Carrier Proto Shield::c10,Arduino Portenta Mid Carrier Proto Shield::c9,simplekg
